dates,data_GDP,data_cc,data_NASADoD
1960,0.0154390665072768,0.00273162464115373,NaN
1960.25,-0.00822035941181287,0.00972055598840349,0.0539396958371179
1960.5,0.00168895132080893,-0.00719881530288369,0.0311027159822774
1960.75,-0.0164313159115812,-0.00221987165019222,0.0117889264203475
1961,0.0030835150116082,-0.00401448134269256,-0.00637447005851843
1961.25,0.0136095787258772,0.0115496370242969,0.00449254719601
1961.5,0.0159448401059841,0.00178231253736705,0.015073098935561
1961.75,0.0178341965119029,0.0183277874278982,0.0247359263346834
1962,0.0160948324805577,0.00895258089341855,0.0321459920709559
1962.25,0.00531151326205759,0.00853422318895891,0.0251301353731539
1962.5,0.007641616587303,0.00345821397995927,0.0150062235309312
1962.75,-0.00233054926673937,0.00843626190494362,0.00577345861478906
1963,0.00595861868177971,0.00208216401599337,-0.00558646844608957
1963.25,0.00683835389812781,0.00507176739161519,-0.00157553338395267
1963.5,0.017637300197495,0.00936602343443038,0.000201942771460573
1963.75,0.00231267730531703,0.00407618803818499,-0.00515835591096359
1964,0.0166564652321779,0.0152295216686649,0.00106585911167056
1964.25,0.00683512264362518,0.0135411128965153,-7.77537341833945e-05
1964.5,0.0111933210277311,0.0139943479263405,-0.00373809948230086
1964.75,-0.00131288381798988,-0.00154661928707966,-0.00635911292937541
1965,0.0197278403747512,0.0178744362827779,-0.00881839488552649
1965.25,0.00850316545518437,0.00691760897521831,0.00989767431605704
1965.5,0.018667101853751,0.0137148195010774,0.0281113698828381
1965.75,0.0194366447047054,0.0243828158848474,0.0410619532779326
1966,0.0213650181432286,0.0119685588646825,0.0551227726371137
1966.25,0.000611752302925428,-0.000239300629531147,0.0462290446802522
1966.5,0.00558296430730598,0.00850428578118168,0.038427557459414
1966.75,0.00518572523455418,0.00117266248433801,0.0341625419961256
1967,0.00550469319414937,0.00243363199049096,0.0334121728395871
1967.25,-0.00312571490927427,0.00984064999303635,0.0260043351578223
1967.5,0.00449808774434324,0.000188140640384304,0.0156556835335351
1967.75,0.0029766963477047,0.00156540800532312,0.00862084947033437
1968,0.0162996482540811,0.0197923605238683,0.00349814022088824
1968.25,0.0131831177886257,0.0117256470823226,-0.000277243591070953
1968.5,0.00364586386336985,0.0144947236520445,-0.00363627496041596
1968.75,-0.000826908965529949,-0.000251691827377609,-0.01196514542751
1969,0.0110547178168403,0.00655160199775962,-0.0122435247504786
1969.25,-0.00103450144317163,0.00236052670871878,-0.0146572121092443
1969.5,0.00230468399958461,0.000584917439308885,-0.015970512918162
1969.75,-0.00971887927011705,0.00313051893228211,-0.0148523445230921
1970,-0.00667025777061969,0.00100125305991972,-0.0160373710746955
1970.25,-0.00391502613531847,-0.000813511754370833,-0.0220439897833455
1970.5,0.00348747778175884,0.0030429936780032,-0.0226157167739738
1970.75,-0.0166087305583753,-0.00855316980819953,-0.0341407358578565
1971,0.021219913578566,0.0134357096238893,-0.0429936577572412
1971.25,-0.000295605203825211,0.00345635986205517,-0.0295217200908284
1971.5,0.00266637432466821,0.00241161375209709,-0.0145429389969465
1971.75,-0.00331153170556053,0.010789741443924,-0.000491830177978381
1972,0.00694515983986932,0.00183448569376621,0.00466188396692413
1972.25,0.017189920783609,0.0136037716098261,0.00598171282970217
1972.5,0.00409911451937228,0.00999312874746749,-0.00463410301811362
1972.75,0.0118268974916598,0.0184165996765504,-0.0149276117457573
1973,0.0192998941454312,0.0129456936402979,-0.0209849511322626
1973.25,0.00566635562163942,-0.00561230440141403,-0.0136589392082753
1973.5,-0.0104303982311906,-0.00164386166262709,-0.00665211362529616
1973.75,0.00439052921372429,-0.00804412589327619,0.00358585618577845
1974,-0.0137535798256168,-0.0141055894418316,0.0145348031042498
1974.25,-0.00271414886836396,-0.00149377017913421,0.00165958515748255
1974.5,-0.0145011936043553,-0.00071861680326446,-0.0115029916781668
1974.75,-0.00889309640060709,-0.0197289775749185,-0.0188612178126146
1975,-0.0170908074138447,0.0035090861255398,-0.019399182163865
1975.25,0.00239172071600668,0.0115864568661861,-0.0117066440553146
1975.5,0.0112820081788421,0.00842278002800745,-0.0144784464548389
1975.75,0.00845627977348373,0.00577691401013913,-0.0135803907475398
1976,0.0174638157154963,0.0150216743106548,-0.00752715207119792
1976.25,0.00281499269388119,0.00466334107570665,0.000762748900252408
1976.5,0.000649768122620742,0.00565148416427608,0.00549246516382729
1976.75,0.00278993578396403,0.00845892512128188,0.00768051346569698
1977,0.00737493275519929,0.0073472271247037,0.0160856594458283
1977.25,0.0145688130708268,0.000722156453603962,0.0131519072109496
1977.5,0.0129950677172479,0.00452327326792235,0.0105344798258753
1977.75,-0.00442579303862756,0.0104760162528033,-0.00301054997980477
1978,-0.00110255202458598,0.00131302420970547,-0.000115821441554864
1978.25,0.0335923894669738,0.0168311543625173,-0.000146744313203717
1978.5,0.0054361462543886,-0.000378568757978925,0.00618603086400538
1978.75,0.0086852680347187,0.00337020515867081,0.006647148791038
1979,-0.00268586274324845,0.000683710630793755,0.0124567783433349
1979.25,-0.00314217909516135,-0.00486005953378665,0.00526768889544149
1979.5,0.00283677118144121,0.00511935143778919,0.00691649041652243
1979.75,-0.00266457941418574,-0.00267725721865242,0.00921908076699363
1980,-0.00111233867711125,-0.00568290806072635,0.00597271377067909
1980.25,-0.0247300574900384,-0.0266884457627117,0.00945671560478556
1980.5,-0.00533192877130073,0.00676687990731706,0.0164515383945036
1980.75,0.0150155367538964,0.00995845025950182,0.0177606305177647
1981,0.0159410033688983,-0.000119408864756032,0.0217443394530652
1981.25,-0.0107311062493736,-0.00322020918482657,0.0376500367066361
1981.5,0.00852228581074765,0.00123333480097854,0.0465272041265647
1981.75,-0.014339511237524,-0.0102478257823528,0.0542641080842876
1982,-0.0186161334406907,0.00438022044981823,0.0624432305149283
1982.25,0.00150663545702789,-3.5492043735097e-06,0.0357549302582749
1982.5,-0.00674240238246471,0.00376917845693603,0.0108048851691775
1982.75,-0.00263523968404433,0.0143306335342435,-0.0074688782865231
1983,0.0104434327936107,0.00718937665070296,-0.0265636914290468
1983.25,0.0198974249697428,0.0175546658502492,-0.0137334959874338
1983.5,0.0169691659953819,0.0149486139886652,-0.00390726610256209
1983.75,0.017779761635472,0.0129422623809203,0.01182120276306
1984,0.0152046557956491,0.00411013989017439,0.0213055552697523
1984.25,0.0145910665082702,0.0113733624547114,0.0211147126617253
1984.5,0.00692946193710986,0.00472397320684026,0.0191449875785554
1984.75,0.00513882795756215,0.00983454075393997,0.0190333205974975
1985,0.00744474569390263,0.0146483021628248,0.0152261259336901
1985.25,0.00638054440001889,0.00675292515022585,0.0180957317764678
1985.5,0.012534832303031,0.0161945057893482,0.0179789480805363
1985.75,0.00445445882667883,-0.000790124701727901,0.0179157337604843
1986,0.00436021330101211,0.00376917003090282,0.0180489888591762
1986.25,0.00174292397647546,0.00808677650338696,0.0142532200675241
1986.5,0.00667247469009391,0.0146830890436989,0.00919383000420404
1986.75,0.00243077758830657,0.00318869927640764,0.00332190251004172
1987,0.0039219808126929,-0.00250543974714335,-0.00202116845182965
1987.25,0.00784837530870419,0.0106715151284589,-0.00259282263487415
1987.5,0.00596095155801279,0.00867046287259754,-0.00320548769360252
1987.75,0.0145633821746252,-0.000347891388938759,-0.00361390188904132
1988,0.00242985008262409,0.0147877432777817,-0.00347948872835424
1988.25,0.0107621795676716,0.00506449955573629,-0.00330021967362271
1988.5,0.00339925912598016,0.00640361912533072,-0.00345960009255242
1988.75,0.0110051401373288,0.00907407271854499,0.00178658775193252
1989,0.0073152045037399,0.00182917823082329,0.00191858215913032
1989.25,0.00542417384915694,0.0024773147786612,0.00132641413536816
1989.5,0.00510487234557511,0.00735781312712591,0.00425401808571491
1989.75,-0.000254722909215133,0.00211358309063803,0.00407117083419939
1990,0.00286942819043068,0.000381398251967369,9.34559992238349e-05
1990.25,0.00152064616879022,0.000939525560146315,-0.0123774280338569
1990.5,-0.00164209801989346,0.00164682396359384,-0.0218983230791356
1990.75,-0.0118547178639901,-0.0103456634873647,-0.033380069253558
1991,-0.00682221478905465,-0.00589996107817026,-0.0493330990710885
1991.25,0.00575080621466695,0.00623728325041695,-0.0270700554640646
1991.5,0.00260118814181487,0.00253398129382365,-0.0064912512926325
1991.75,0.0007137872914873,-0.00326633152889322,0.0163322713577596
1992,0.00969056832368054,0.0163404419354869,0.0381485560245109
1992.25,0.00853824017452354,0.00451878853764942,0.0200969055489457
1992.5,0.00714709807066027,0.00797667444489303,0.00662731249050696
1992.75,0.00731595990924871,0.00878949900361281,-0.00944464308691173
1993,-0.000860908796310511,0.00129736870590902,-0.0223849749651874
1993.25,0.00349204604812892,0.00674265323506962,-0.0196261353029028
1993.5,0.0021286150562787,0.0084360821387639,-0.0163986196462411
1993.75,0.010678197410571,0.00590903495689421,-0.0125942280268307
1994,0.00728553053930181,0.00900193905257352,-0.00852627221271929
1994.25,0.0112355581749459,0.00552608624086748,-0.0105060139595483
1994.5,0.0031452230171598,0.00491293546384464,-0.0133706372865934
1994.75,0.00859941334425951,0.007962648386453,-0.0150830155340309
1995,0.00211794477670102,0.00106316732959844,-0.0171550207276188
1995.25,0.000890327074150932,0.00664015847182364,-0.01571898597112
1995.5,0.00589534903850186,0.00644629611168712,-0.0150160724710635
1995.75,0.00403148523477848,0.00421535519809835,-0.014051580340376
1996,0.00533550007067918,0.00705424967333901,-0.0131619022695162
1996.25,0.0140249552285687,0.00818397440066976,-0.0079150359828406
1996.5,0.00608647449944621,0.00319229937066767,-0.00242072500054169
1996.75,0.00730952081789882,0.00491253028586369,0.000141480081218948
1997,0.001787945867608,0.00583891307088491,0.00406407127110953
1997.25,0.0143132273000095,0.00232188606525963,0.00397912095280128
1997.5,0.00981410411537542,0.0142778767160743,-0.00226305798881721
1997.75,0.00575841270382149,0.00908885938916937,-0.00512750893544123
1998,0.00769270062219407,0.00781296627956518,-0.00725097310442657
1998.25,0.00672354968193645,0.0149639950351275,-0.00586822481277682
1998.5,0.00963459768618202,0.0101408747022549,-0.00553173172570665
1998.75,0.0130442105574642,0.0113550820576243,-0.00168982606712542
1999,0.00562459051010844,0.00644893757119114,0.000138091769932513
1999.25,0.00563294369103806,0.0125157343804978,0.00501795379538383
1999.5,0.0101974891980614,0.00823327712297184,0.0105599643798975
1999.75,0.0133345767691084,0.0115614339242085,0.013700964260259
2000,-0.010285956081804,0.00108356138652477,0.0173979141348395
2000.25,0.0149464904873282,0.00619870422812729,0.0112028463382066
2000.5,-0.00218586920300412,0.00635213176829019,0.00530758993445746
2000.75,0.00291688561504566,0.00568975074154565,-0.000324788480805749
2001,-0.00577595921047713,0.00109182827312004,-0.00741384357097608
2001.25,0.0032347174666012,-0.000952892326046229,0.00316126397347616
2001.5,-0.00720105893719936,0.000284158492699138,0.0150655470791952
2001.75,-0.000428596173894569,0.0128084078228246,0.0251278434378379
2002,0.0056956453017869,-0.000328623332710887,0.0334953904837656
2002.25,0.00364845677728542,0.00255784171740192,0.0340774306312588
2002.5,0.000974791715344647,0.00392154364501884,0.0334181892181393
2002.75,-0.00178924181516704,0.00245160164677349,0.033058421108382
2003,-0.00198767355039431,-0.00222799284741537,0.0342571150298159
2003.25,0.00587894666556954,0.00836953155696474,0.0323238757577873
2003.5,0.0131913404813431,0.0107007091267639,0.0269480248277123
2003.75,0.00803579454673153,0.00342233679487292,0.0235883841639781
2004,0.00535146782482743,0.00891911447099636,0.0200201927680459
2004.25,0.00498474061335319,0.00266919608366889,0.0171161074658501
2004.5,0.00620417474631729,0.00851348012606357,0.0168978688845793
2004.75,0.00687447454662271,0.00795356892113475,0.0138895458185162
2005,0.00828868277327288,0.00357514250220436,0.0120507893056383
2005.25,0.00203204066499163,0.00819878731094148,0.00990435133478362
2005.5,0.00451501348492656,0.00495220039818145,0.00540937792758855
2005.75,0.00225212193172908,-0.0015695092973127,0.00382636743760845
2006,0.010901065098083,0.00835014120539235,0.00237673696571439
2006.25,-0.000480123166623159,0.00223813167809217,0.000607945902821649
2006.5,-0.00170316367469514,0.00319453833261729,0.00252015869351352
2006.75,0.00522277700987805,0.00631488383060708,0.00577663432321085
2007,-0.0011632220774489,0.00205379614518142,5.03309508204097e-06
2007.25,0.00358387680855143,-0.000159523551885421,0.00941914590767601
2007.5,0.00286498248019784,0.00350880762629702,0.0171314117535177
2007.75,0.00295346684325049,0.00080855950156522,0.0238954661979325
2008,-0.00352436988741456,-0.000813888242728211,0.0299456892418744
2008.25,0.00311842805589224,0.000163688066151302,0.0234828400909943
2008.5,-0.008278809147376,-0.0107331162316204,0.016499099293279
2008.75,-0.0251208347615166,-0.0120882164104961,0.0174195681208738
2009,-0.0120989614406533,-0.00291600124874236,0.0162972429107404
2009.25,-0.00401821752412257,-0.00725237672391854,0.0163400305334913
2009.5,0.000925187113377746,0.00401470448439234,0.0123553030978352
2009.75,0.00789052188050521,-0.00383480289250349,0.00902220711198298
2010,0.00390167229043703,0.00469230099342344,0.00852066146626473
2010.25,0.00748230720862741,0.00677936928480349,0.00515464233347185
2010.5,0.00518844031808019,0.00459570174081669,0.00582547621902307
2010.75,0.00263364066063732,0.0035613917869779,0.00185294558730487
2011,-0.00299977344978819,0.00322470267285313,0.00142186117565535
2011.25,0.00481548658999298,-0.000913654785562823,-0.00431715918086262
2011.5,-0.00270417126864508,0.000722921382582342,-0.00817484307805394
2011.75,0.00882108657729397,-0.0006086337658191,-0.00751821541930031
2012,-0.000157265680102991,-0.00111477748876831,-0.016747384619991
2012.25,0.00235487959324043,-0.000439153212272725,-0.0166375701670534
2012.5,-0.000701319961665448,-0.000425109138056712,-0.0197836137678562
2012.75,-0.00138308893201966,0.00149200673277594,-0.0217500130765191
2013,0.00594242127885192,0.00261533173650141,-0.0228737675044823
2013.25,-0.000788577327409001,-0.000643846602164988,-0.0197649711278569
2013.5,0.00545248117125485,0.00129874204090408,-0.0195788356530011
2013.75,0.00463658125876831,0.00553304183104464,-0.0186863283669692
2014,-0.00562074812997171,0.00171274840651003,-0.0146515479924778
2014.25,0.0105804879747629,0.00706443565356141,-0.0151537325299471
2014.5,0.00913130872386692,0.00733836479504779,-0.0128462814256414
2014.75,0.00202552676103185,0.00865768040250581,-0.00911001762920871
2015,0.00385757096410533,0.00240746958877214,-0.00602742371686449
2015.25,0.00354221390113185,0.00450615278124689,-0.00877188451288657
2015.5,0.000685776456874176,0.00505456008586425,-0.00330226798954625
2015.75,-0.00109354635792913,0.00246502733905496,0.00281481698184027
2016,0.00254594559141719,0.00397874935949938,0.00654077479500481
2016.25,0.000649296746693562,0.00269923606351252,-0.0029985130091188
2016.5,0.00333061922315503,0.00317877073036277,-0.000408054112614131
2016.75,0.00228408971513705,0.00216321508790474,-0.00455953654755015
2017,0.00583639481127651,0.00836162453312816,-0.00613108274490459
2017.25,0.00352579202507375,0.00260735534499634,0.000109629753897389
2017.5,0.00486829777690634,0.00334391518672783,0.00235406389308102
2017.75,0.00707306522376339,0.00818389903943917,0.0045548549215737
2018,0.00371692307829452,0.00208910530793327,0.00921466906336188
2018.25,0.00628661776069528,0.00650390957899249,0.00780231500146034
2018.5,0.00244012275617722,0.00417907925435879,0.0139466905291536
2018.75,-0.000236383793204897,0.00178297528451177,0.0136769832258721
