dates,data_GDP,data_cc,data_IT
1960,0.0154390665072768,0.00273162464115373,NaN
1960.25,-0.00822035941181287,0.00972055598840349,NaN
1960.5,0.00168895132080893,-0.00719881530288369,NaN
1960.75,-0.0164313159115812,-0.00221987165019222,NaN
1961,0.0030835150116082,-0.00401448134269256,NaN
1961.25,0.0136095787258772,0.0115496370242969,NaN
1961.5,0.0159448401059841,0.00178231253736705,NaN
1961.75,0.0178341965119029,0.0183277874278982,NaN
1962,0.0160948324805577,0.00895258089341855,NaN
1962.25,0.00531151326205759,0.00853422318895891,NaN
1962.5,0.007641616587303,0.00345821397995927,NaN
1962.75,-0.00233054926673937,0.00843626190494362,NaN
1963,0.00595861868177971,0.00208216401599337,NaN
1963.25,0.00683835389812781,0.00507176739161519,NaN
1963.5,0.017637300197495,0.00936602343443038,NaN
1963.75,0.00231267730531703,0.00407618803818499,NaN
1964,0.0166564652321779,0.0152295216686649,NaN
1964.25,0.00683512264362518,0.0135411128965153,NaN
1964.5,0.0111933210277311,0.0139943479263405,NaN
1964.75,-0.00131288381798988,-0.00154661928707966,NaN
1965,0.0197278403747512,0.0178744362827779,NaN
1965.25,0.00850316545518437,0.00691760897521831,NaN
1965.5,0.018667101853751,0.0137148195010774,NaN
1965.75,0.0194366447047054,0.0243828158848474,NaN
1966,0.0213650181432286,0.0119685588646825,NaN
1966.25,0.000611752302925428,-0.000239300629531147,NaN
1966.5,0.00558296430730598,0.00850428578118168,NaN
1966.75,0.00518572523455418,0.00117266248433801,NaN
1967,0.00550469319414937,0.00243363199049096,NaN
1967.25,-0.00312571490927427,0.00984064999303635,0.0211137
1967.5,0.00449808774434324,0.000188140640384304,0.0025142
1967.75,0.0029766963477047,0.00156540800532312,0.0510659
1968,0.0162996482540811,0.0197923605238683,0.0477209
1968.25,0.0131831177886257,0.0117256470823226,0.0211638
1968.5,0.00364586386336985,0.0144947236520445,0.0201869
1968.75,-0.000826908965529949,-0.000251691827377609,0.0272501
1969,0.0110547178168403,0.00655160199775962,0.0318841
1969.25,-0.00103450144317163,0.00236052670871878,0.034099
1969.5,0.00230468399958461,0.000584917439308885,0.0256507
1969.75,-0.00971887927011705,0.00313051893228211,0.0188742
1970,-0.00667025777061969,0.00100125305991972,0.0001645
1970.25,-0.00391502613531847,-0.000813511754370833,0.0240813
1970.5,0.00348747778175884,0.0030429936780032,-0.0155161
1970.75,-0.0166087305583753,-0.00855316980819953,-0.0495334
1971,0.021219913578566,0.0134357096238893,-0.0360478
1971.25,-0.000295605203825211,0.00345635986205517,-0.0281715
1971.5,0.00266637432466821,0.00241161375209709,0.027449
1971.75,-0.00331153170556053,0.010789741443924,0.0491154
1972,0.00694515983986932,0.00183448569376621,0.0691191
1972.25,0.017189920783609,0.0136037716098261,0.0254404
1972.5,0.00409911451937228,0.00999312874746749,0.0298642
1972.75,0.0118268974916598,0.0184165996765504,0.0344485
1973,0.0192998941454312,0.0129456936402979,0.037726
1973.25,0.00566635562163942,-0.00561230440141403,0.0481921
1973.5,-0.0104303982311906,-0.00164386166262709,0.060615
1973.75,0.00439052921372429,-0.00804412589327619,0.0674455
1974,-0.0137535798256168,-0.0141055894418316,0.0650751
1974.25,-0.00271414886836396,-0.00149377017913421,0.0408584
1974.5,-0.0145011936043553,-0.00071861680326446,0.0143926
1974.75,-0.00889309640060709,-0.0197289775749185,0.0245933
1975,-0.0170908074138447,0.0035090861255398,-0.0580995
1975.25,0.00239172071600668,0.0115864568661861,-0.0326494
1975.5,0.0112820081788421,0.00842278002800745,0.006372
1975.75,0.00845627977348373,0.00577691401013913,0.0326204
1976,0.0174638157154963,0.0150216743106548,0.0449365
1976.25,0.00281499269388119,0.00466334107570665,0.0636352
1976.5,0.000649768122620742,0.00565148416427608,0.0768271
1976.75,0.00278993578396403,0.00845892512128188,0.0779717
1977,0.00737493275519929,0.0073472271247037,0.0609287
1977.25,0.0145688130708268,0.000722156453603962,0.0887563
1977.5,0.0129950677172479,0.00452327326792235,0.0664583
1977.75,-0.00442579303862756,0.0104760162528033,0.060599
1978,-0.00110255202458598,0.00131302420970547,0.0521878
1978.25,0.0335923894669738,0.0168311543625173,0.0624023
1978.5,0.0054361462543886,-0.000378568757978925,0.0525965
1978.75,0.0086852680347187,0.00337020515867081,0.0574406
1979,-0.00268586274324845,0.000683710630793755,0.0615005
1979.25,-0.00314217909516135,-0.00486005953378665,0.0393678
1979.5,0.00283677118144121,0.00511935143778919,0.0761841
1979.75,-0.00266457941418574,-0.00267725721865242,0.0718959
1980,-0.00111233867711125,-0.00568290806072635,0.0738922
1980.25,-0.0247300574900384,-0.0266884457627117,0.0429416
1980.5,-0.00533192877130073,0.00676687990731706,0.035216
1980.75,0.0150155367538964,0.00995845025950182,0.0486572
1981,0.0159410033688983,-0.000119408864756032,0.0440695
1981.25,-0.0107311062493736,-0.00322020918482657,0.0452467
1981.5,0.00852228581074765,0.00123333480097854,0.0488
1981.75,-0.014339511237524,-0.0102478257823528,0.0226902
1982,-0.0186161334406907,0.00438022044981823,0.0307078
1982.25,0.00150663545702789,-3.5492043735097e-06,0.0394767
1982.5,-0.00674240238246471,0.00376917845693603,0.0223638
1982.75,-0.00263523968404433,0.0143306335342435,0.0080188
1983,0.0104434327936107,0.00718937665070296,0.0429673
1983.25,0.0198974249697428,0.0175546658502492,0.0477448
1983.5,0.0169691659953819,0.0149486139886652,0.0589514
1983.75,0.017779761635472,0.0129422623809203,0.0589372
1984,0.0152046557956491,0.00411013989017439,0.0552944
1984.25,0.0145910665082702,0.0113733624547114,0.0518619
1984.5,0.00692946193710986,0.00472397320684026,0.0438856
1984.75,0.00513882795756215,0.00983454075393997,0.035103
1985,0.00744474569390263,0.0146483021628248,0.0173482
1985.25,0.00638054440001889,0.00675292515022585,-0.0007117
1985.5,0.012534832303031,0.0161945057893482,-0.0065063
1985.75,0.00445445882667883,-0.000790124701727901,0.0071892
1986,0.00436021330101211,0.00376917003090282,-0.0027363
1986.25,0.00174292397647546,0.00808677650338696,-0.0066621
1986.5,0.00667247469009391,0.0146830890436989,0.0270398
1986.75,0.00243077758830657,0.00318869927640764,0.0206976
1987,0.0039219808126929,-0.00250543974714335,0.040862
1987.25,0.00784837530870419,0.0106715151284589,0.0395583
1987.5,0.00596095155801279,0.00867046287259754,0.0539309
1987.75,0.0145633821746252,-0.000347891388938759,0.045599
1988,0.00242985008262409,0.0147877432777817,0.0235267
1988.25,0.0107621795676716,0.00506449955573629,0.0268024
1988.5,0.00339925912598016,0.00640361912533072,0.0123744
1988.75,0.0110051401373288,0.00907407271854499,-0.0018881
1989,0.0073152045037399,0.00182917823082329,0.0004861
1989.25,0.00542417384915694,0.0024773147786612,-0.0036004
1989.5,0.00510487234557511,0.00735781312712591,0.0206578
1989.75,-0.000254722909215133,0.00211358309063803,0.0260008
1990,0.00286942819043068,0.000381398251967369,0.0333327
1990.25,0.00152064616879022,0.000939525560146315,0.0203375
1990.5,-0.00164209801989346,0.00164682396359384,0.0144586
1990.75,-0.0118547178639901,-0.0103456634873647,0.0022542
1991,-0.00682221478905465,-0.00589996107817026,-0.0154929
1991.25,0.00575080621466695,0.00623728325041695,0.0086422
1991.5,0.00260118814181487,0.00253398129382365,0.0122328
1991.75,0.0007137872914873,-0.00326633152889322,0.0208509
1992,0.00969056832368054,0.0163404419354869,0.0408775
1992.25,0.00853824017452354,0.00451878853764942,0.0459831
1992.5,0.00714709807066027,0.00797667444489303,0.0312895
1992.75,0.00731595990924871,0.00878949900361281,0.0386603
1993,-0.000860908796310511,0.00129736870590902,0.0121972
1993.25,0.00349204604812892,0.00674265323506962,0.0197374
1993.5,0.0021286150562787,0.0084360821387639,0.0096672
1993.75,0.010678197410571,0.00590903495689421,0.040168
1994,0.00728553053930181,0.00900193905257352,0.0082385
1994.25,0.0112355581749459,0.00552608624086748,0.0470074
1994.5,0.0031452230171598,0.00491293546384464,0.0537676
1994.75,0.00859941334425951,0.007962648386453,0.0718935
1995,0.00211794477670102,0.00106316732959844,0.0206445
1995.25,0.000890327074150932,0.00664015847182364,0.048321
1995.5,0.00589534903850186,0.00644629611168712,0.0594542
1995.75,0.00403148523477848,0.00421535519809835,0.0558286
1996,0.00533550007067918,0.00705424967333901,0.0429237
1996.25,0.0140249552285687,0.00818397440066976,0.0457755
1996.5,0.00608647449944621,0.00319229937066767,0.0706007
1996.75,0.00730952081789882,0.00491253028586369,0.0576015
1997,0.001787945867608,0.00583891307088491,0.049845
1997.25,0.0143132273000095,0.00232188606525963,0.0811997
1997.5,0.00981410411537542,0.0142778767160743,0.0685349
1997.75,0.00575841270382149,0.00908885938916937,0.0540372
1998,0.00769270062219407,0.00781296627956518,0.0490048
1998.25,0.00672354968193645,0.0149639950351275,0.0191173
1998.5,0.00963459768618202,0.0101408747022549,0.0378826
1998.75,0.0130442105574642,0.0113550820576243,0.0449762
1999,0.00562459051010844,0.00644893757119114,0.0662296
1999.25,0.00563294369103806,0.0125157343804978,0.0639734
1999.5,0.0101974891980614,0.00823327712297184,0.0379514
1999.75,0.0133345767691084,0.0115614339242085,0.0309147
2000,-0.010285956081804,0.00108356138652477,0.0885441
2000.25,0.0149464904873282,0.00619870422812729,0.0512352
2000.5,-0.00218586920300412,0.00635213176829019,0.0296626
2000.75,0.00291688561504566,0.00568975074154565,0.015904
2001,-0.00577595921047713,0.00109182827312004,0.0033629
2001.25,0.0032347174666012,-0.000952892326046229,-0.041949
2001.5,-0.00720105893719936,0.000284158492699138,-0.0623948
2001.75,-0.000428596173894569,0.0128084078228246,-0.0497267
2002,0.0056956453017869,-0.000328623332710887,-0.0385086
2002.25,0.00364845677728542,0.00255784171740192,-0.0169527
2002.5,0.000974791715344647,0.00392154364501884,-0.0036947
2002.75,-0.00178924181516704,0.00245160164677349,-0.0024415
2003,-0.00198767355039431,-0.00222799284741537,0.0210196
2003.25,0.00587894666556954,0.00836953155696474,0.0203147
2003.5,0.0131913404813431,0.0107007091267639,0.0340675
2003.75,0.00803579454673153,0.00342233679487292,0.0285194
2004,0.00535146782482743,0.00891911447099636,0.0297141
2004.25,0.00498474061335319,0.00266919608366889,0.0025109
2004.5,0.00620417474631729,0.00851348012606357,0.0329253
2004.75,0.00687447454662271,0.00795356892113475,0.0182052
2005,0.00828868277327288,0.00357514250220436,0.0248654
2005.25,0.00203204066499163,0.00819878731094148,0.0161792
2005.5,0.00451501348492656,0.00495220039818145,0.0283589
2005.75,0.00225212193172908,-0.0015695092973127,0.0448313
2006,0.010901065098083,0.00835014120539235,0.0210109
2006.25,-0.000480123166623159,0.00223813167809217,0.0465161
2006.5,-0.00170316367469514,0.00319453833261729,0.04491
2006.75,0.00522277700987805,0.00631488383060708,0.0304154
2007,-0.0011632220774489,0.00205379614518142,0.0404371
2007.25,0.00358387680855143,-0.000159523551885421,0.0328967
2007.5,0.00286498248019784,0.00350880762629702,-0.0285244
2007.75,0.00295346684325049,0.00080855950156522,0.0303436
2008,-0.00352436988741456,-0.000813888242728211,0.040873
2008.25,0.00311842805589224,0.000163688066151302,0.0091018
2008.5,-0.008278809147376,-0.0107331162316204,-0.03598
2008.75,-0.0251208347615166,-0.0120882164104961,-0.0439896
2009,-0.0120989614406533,-0.00291600124874236,-0.0385099
2009.25,-0.00401821752412257,-0.00725237672391854,-0.0116428
2009.5,0.000925187113377746,0.00401470448439234,-0.0098436
2009.75,0.00789052188050521,-0.00383480289250349,-0.0109245
2010,0.00390167229043703,0.00469230099342344,0.0285469
2010.25,0.00748230720862741,0.00677936928480349,0.0160738
2010.5,0.00518844031808019,0.00459570174081669,0.0006779
2010.75,0.00263364066063732,0.0035613917869779,-0.0113874
2011,-0.00299977344978819,0.00322470267285313,-0.0037283
2011.25,0.00481548658999298,-0.000913654785562823,-0.0064148
2011.5,-0.00270417126864508,0.000722921382582342,0.0227471
2011.75,0.00882108657729397,-0.0006086337658191,0.0152846
2012,-0.000157265680102991,-0.00111477748876831,0.0374176
2012.25,0.00235487959324043,-0.000439153212272725,0.0187765
2012.5,-0.000701319961665448,-0.000425109138056712,0.0147556
2012.75,-0.00138308893201966,0.00149200673277594,0.0026353
2013,0.00594242127885192,0.00261533173650141,-0.0015264
2013.25,-0.000788577327409001,-0.000643846602164988,-0.0078087
2013.5,0.00545248117125485,0.00129874204090408,0.0016032
2013.75,0.00463658125876831,0.00553304183104464,-0.0096848
2014,-0.00562074812997171,0.00171274840651003,-0.0199607
2014.25,0.0105804879747629,0.00706443565356141,-0.001585
2014.5,0.00913130872386692,0.00733836479504779,0.0090141
2014.75,0.00202552676103185,0.00865768040250581,0.0156998
2015,0.00385757096410533,0.00240746958877214,0.00155
2015.25,0.00354221390113185,0.00450615278124689,0.0043645
2015.5,0.000685776456874176,0.00505456008586425,-0.0039112
2015.75,-0.00109354635792913,0.00246502733905496,-0.0161902
2016,0.00254594559141719,0.00397874935949938,-0.0005706
2016.25,0.000649296746693562,0.00269923606351252,0.0021318
2016.5,0.00333061922315503,0.00317877073036277,0.0052473
2016.75,0.00228408971513705,0.00216321508790474,0.0342479
2017,0.00583639481127651,0.00836162453312816,0.0042893
2017.25,0.00352579202507375,0.00260735534499634,0.0186001
2017.5,0.00486829777690634,0.00334391518672783,0.0065775
2017.75,0.00707306522376339,0.00818389903943917,0.012654
2018,0.00371692307829452,0.00208910530793327,0.0097755
2018.25,0.00628661776069528,0.00650390957899249,0.0138062
2018.5,0.00244012275617722,0.00417907925435879,0.0219859
2018.75,-0.000236383793204897,0.00178297528451177,0.0092249
